,date,duration_ms,efficiency,start_time,end_time,time_in_bed,minutes_asleep,minutesToFallAsleep,minutes_awake,log_id,info_code,IsMainSleep,deep_sleep_count,deep_sleep_minutes,deep_sleep_30dayAvgMin,light_sleep_count,light_sleep_minutes,light_sleep_30dayAvgMin,rem_sleep_count,rem_sleep_minutes,rem_sleep_30dayAvgMin,wake_count,wake_minutes,wake_30dayAvgMin
49,2024-01-03,33180000,94,2024-01-02T22:27:30.000,2024-01-03T07:41:00.000,553,461,0,92,44039304119,0,True,4.0,102.0,91.0,44.0,273.0,269.0,8.0,86.0,83.0,43.0,92.0,72.0
50,2024-01-04,25020000,97,2024-01-03T22:47:00.000,2024-01-04T05:44:30.000,417,345,0,72,44049673370,0,True,4.0,51.0,92.0,23.0,242.0,269.0,8.0,52.0,84.0,22.0,72.0,73.0
51,2024-01-05,37920000,94,2024-01-04T22:14:00.000,2024-01-05T08:46:00.000,632,535,0,97,44064262514,0,True,4.0,90.0,89.0,32.0,316.0,268.0,17.0,129.0,80.0,40.0,97.0,73.0
52,2024-01-06,33540000,98,2024-01-05T23:05:00.000,2024-01-06T08:24:30.000,559,493,0,66,44076095771,0,True,5.0,101.0,88.0,25.0,277.0,270.0,8.0,115.0,80.0,28.0,66.0,72.0
53,2024-01-07,29460000,97,2024-01-06T23:36:30.000,2024-01-07T07:48:00.000,491,406,0,85,44085629721,0,True,4.0,79.0,88.0,36.0,267.0,272.0,7.0,60.0,81.0,35.0,85.0,72.0
54,2024-01-08,28380000,97,2024-01-07T22:34:00.000,2024-01-08T06:27:30.000,473,393,0,80,44095937394,0,True,3.0,54.0,88.0,22.0,276.0,272.0,6.0,63.0,81.0,23.0,80.0,72.0
55,2024-01-09,27240000,98,2024-01-08T23:09:00.000,2024-01-09T06:43:00.000,454,389,0,65,44111016893,0,True,3.0,68.0,87.0,25.0,284.0,272.0,6.0,37.0,81.0,28.0,65.0,73.0
56,2024-01-10,33480000,96,2024-01-09T22:52:00.000,2024-01-10T08:10:00.000,558,495,0,63,44122908800,0,True,5.0,90.0,87.0,23.0,307.0,274.0,11.0,98.0,81.0,29.0,63.0,73.0
57,2024-01-11,22500000,98,2024-01-10T23:26:30.000,2024-01-11T05:41:30.000,375,313,0,62,44132992136,0,True,4.0,75.0,86.0,23.0,199.0,276.0,7.0,39.0,82.0,28.0,62.0,72.0
58,2024-01-12,38280000,95,2024-01-11T22:05:30.000,2024-01-12T08:44:00.000,638,543,0,95,44145281921,0,True,4.0,84.0,86.0,42.0,343.0,274.0,12.0,116.0,81.0,45.0,95.0,73.0
59,2024-01-13,33300000,99,2024-01-12T22:23:00.000,2024-01-13T07:38:30.000,555,512,0,43,44156151856,0,True,3.0,112.0,85.0,26.0,263.0,276.0,11.0,137.0,82.0,28.0,43.0,72.0
60,2024-01-14,30660000,96,2024-01-13T23:12:30.000,2024-01-14T07:43:30.000,511,425,0,86,44165920589,0,True,3.0,76.0,86.0,30.0,278.0,273.0,9.0,71.0,84.0,35.0,86.0,71.0
61,2024-01-15,31440000,96,2024-01-14T22:59:30.000,2024-01-15T07:43:30.000,524,452,0,72,44177661768,0,True,4.0,80.0,86.0,35.0,303.0,276.0,9.0,69.0,82.0,34.0,72.0,72.0
62,2024-01-16,29160000,99,2024-01-16T00:01:30.000,2024-01-16T08:07:30.000,486,441,0,45,44189387965,0,True,6.0,124.0,86.0,22.0,240.0,278.0,5.0,77.0,83.0,21.0,45.0,72.0
63,2024-01-17,30900000,97,2024-01-16T23:09:00.000,2024-01-17T07:44:30.000,515,428,0,87,44207383454,0,True,5.0,93.0,87.0,27.0,269.0,280.0,13.0,66.0,82.0,30.0,87.0,72.0
64,2024-01-17,8340000,96,2024-01-17T20:29:00.000,2024-01-17T22:48:30.000,139,133,0,6,44214301417,2,False,,,,,,,,,,,,
65,2024-01-18,17640000,97,2024-01-18T00:47:30.000,2024-01-18T05:41:30.000,294,246,0,48,44219786841,0,True,3.0,50.0,87.0,15.0,160.0,278.0,4.0,36.0,82.0,15.0,48.0,72.0
66,2024-01-19,11220000,96,2024-01-18T22:09:30.000,2024-01-19T01:17:00.000,187,167,0,20,44228743663,0,False,2.0,50.0,85.0,8.0,85.0,275.0,3.0,32.0,80.0,9.0,20.0,71.0
67,2024-01-19,21840000,92,2024-01-19T02:31:30.000,2024-01-19T08:35:30.000,364,283,0,81,44232216329,0,True,2.0,48.0,85.0,20.0,156.0,275.0,12.0,79.0,80.0,24.0,81.0,71.0
68,2024-01-20,27600000,99,2024-01-20T00:55:30.000,2024-01-20T08:35:30.000,460,415,0,45,44242838925,0,True,4.0,86.0,85.0,25.0,237.0,271.0,3.0,92.0,80.0,22.0,45.0,72.0
69,2024-01-21,32580000,98,2024-01-20T22:56:30.000,2024-01-21T08:00:00.000,543,475,0,68,44254537841,0,True,4.0,84.0,86.0,32.0,275.0,269.0,11.0,116.0,80.0,33.0,68.0,71.0
70,2024-01-22,33240000,96,2024-01-21T22:27:00.000,2024-01-22T07:41:00.000,554,466,0,88,44265159087,0,True,3.0,98.0,85.0,35.0,281.0,271.0,11.0,87.0,82.0,36.0,88.0,72.0
71,2024-01-23,33240000,96,2024-01-22T22:46:30.000,2024-01-23T08:00:30.000,554,468,0,86,44280161542,0,True,4.0,108.0,86.0,38.0,304.0,270.0,6.0,56.0,84.0,38.0,86.0,72.0
72,2024-01-24,29700000,99,2024-01-23T21:58:30.000,2024-01-24T06:14:00.000,495,456,0,39,44288527973,0,True,6.0,96.0,89.0,23.0,269.0,274.0,5.0,91.0,84.0,19.0,39.0,74.0
73,2024-01-25,32760000,97,2024-01-24T22:54:00.000,2024-01-25T08:00:00.000,546,480,0,66,44305414625,0,True,2.0,69.0,89.0,30.0,282.0,276.0,13.0,129.0,84.0,37.0,66.0,72.0
74,2024-01-26,34680000,93,2024-01-25T23:05:30.000,2024-01-26T08:44:00.000,578,471,0,107,44316893190,0,True,4.0,77.0,88.0,31.0,287.0,275.0,14.0,107.0,85.0,35.0,107.0,72.0
75,2024-01-27,42300000,91,2024-01-26T21:32:00.000,2024-01-27T09:17:30.000,705,592,0,113,44322910373,0,True,2.0,61.0,88.0,39.0,433.0,274.0,10.0,98.0,85.0,32.0,113.0,73.0
76,2024-01-28,26520000,96,2024-01-28T01:03:30.000,2024-01-28T08:26:00.000,442,378,0,64,44338464031,0,True,4.0,54.0,87.0,24.0,261.0,279.0,7.0,63.0,86.0,24.0,64.0,75.0
77,2024-01-29,25080000,92,2024-01-29T00:18:00.000,2024-01-29T07:16:00.000,418,336,0,82,44350437649,0,True,3.0,86.0,86.0,30.0,219.0,278.0,4.0,31.0,85.0,30.0,82.0,74.0
78,2024-01-30,23940000,95,2024-01-30T01:41:00.000,2024-01-30T08:20:30.000,399,323,0,76,44366093183,0,True,2.0,54.0,85.0,18.0,179.0,277.0,5.0,90.0,84.0,18.0,76.0,75.0
79,2024-01-31,19740000,92,2024-01-31T00:05:00.000,2024-01-31T05:34:00.000,329,291,0,38,44374014401,0,True,4.0,61.0,84.0,14.0,172.0,273.0,7.0,58.0,83.0,15.0,38.0,75.0
80,2024-02-01,29760000,97,2024-01-31T23:41:00.000,2024-02-01T07:57:30.000,496,432,0,64,44387655597,0,True,2.0,120.0,82.0,23.0,217.0,267.0,10.0,95.0,82.0,27.0,64.0,74.0
81,2024-02-02,34680000,97,2024-02-01T22:04:30.000,2024-02-02T07:42:30.000,578,518,0,60,44398093242,0,True,5.0,124.0,83.0,29.0,251.0,265.0,12.0,143.0,83.0,30.0,60.0,73.0
82,2024-02-03,32640000,93,2024-02-02T23:30:30.000,2024-02-03T08:35:00.000,544,476,0,68,44410646314,0,True,6.0,89.0,83.0,32.0,312.0,264.0,8.0,75.0,84.0,32.0,68.0,72.0
83,2024-02-03,6900000,97,2024-02-03T10:20:00.000,2024-02-03T12:15:00.000,115,111,0,4,44410868519,2,False,,,,,,,,,,,,
84,2024-02-04,30540000,96,2024-02-04T00:30:00.000,2024-02-04T08:59:30.000,509,427,0,82,44421646478,0,True,5.0,85.0,85.0,26.0,258.0,267.0,4.0,84.0,85.0,24.0,82.0,72.0
85,2024-02-05,21600000,93,2024-02-04T23:54:30.000,2024-02-05T05:55:00.000,360,320,0,40,44431281145,0,True,3.0,64.0,85.0,15.0,201.0,265.0,8.0,55.0,84.0,17.0,40.0,71.0
86,2024-02-06,32160000,95,2024-02-05T22:43:30.000,2024-02-06T07:40:00.000,536,463,0,73,44443190550,0,True,4.0,110.0,83.0,33.0,260.0,262.0,8.0,93.0,82.0,34.0,73.0,71.0
87,2024-02-07,38160000,97,2024-02-06T22:28:30.000,2024-02-07T09:05:00.000,636,548,0,88,44455090023,0,True,5.0,113.0,84.0,40.0,347.0,262.0,10.0,88.0,83.0,41.0,88.0,70.0
88,2024-02-08,28380000,95,2024-02-07T23:51:30.000,2024-02-08T07:44:30.000,473,408,0,65,44465542617,0,True,6.0,51.0,86.0,32.0,282.0,264.0,7.0,75.0,84.0,29.0,65.0,70.0
89,2024-02-09,38400000,98,2024-02-08T21:47:30.000,2024-02-09T08:28:00.000,640,542,0,98,44480302221,0,True,5.0,85.0,86.0,42.0,363.0,264.0,11.0,94.0,85.0,44.0,98.0,70.0
90,2024-02-10,29640000,89,2024-02-09T23:12:00.000,2024-02-10T07:26:30.000,494,406,0,88,44490822866,0,True,4.0,78.0,86.0,26.0,265.0,266.0,9.0,63.0,85.0,31.0,88.0,72.0
91,2024-02-11,33180000,95,2024-02-10T22:30:30.000,2024-02-11T07:43:30.000,553,480,0,73,44500496742,0,True,4.0,73.0,86.0,26.0,287.0,268.0,9.0,120.0,86.0,30.0,73.0,73.0
92,2024-02-12,25980000,97,2024-02-12T01:03:30.000,2024-02-12T08:16:30.000,433,357,0,76,44513967632,0,True,3.0,61.0,85.0,22.0,202.0,267.0,7.0,94.0,86.0,23.0,76.0,72.0
93,2024-02-13,29880000,96,2024-02-12T23:58:00.000,2024-02-13T08:16:30.000,498,417,0,81,44525991789,0,True,3.0,68.0,84.0,28.0,267.0,265.0,11.0,82.0,84.0,34.0,81.0,73.0
94,2024-02-14,23280000,98,2024-02-14T00:08:30.000,2024-02-14T06:36:30.000,388,330,0,58,44535026592,0,True,2.0,74.0,83.0,26.0,213.0,264.0,6.0,43.0,85.0,25.0,58.0,73.0
95,2024-02-15,22380000,97,2024-02-14T23:16:30.000,2024-02-15T05:29:30.000,373,325,0,48,44545349122,0,True,4.0,72.0,83.0,23.0,186.0,261.0,5.0,67.0,84.0,19.0,48.0,72.0
96,2024-02-16,27000000,94,2024-02-15T23:00:00.000,2024-02-16T06:30:00.000,450,395,0,55,44558658995,0,True,5.0,72.0,81.0,28.0,281.0,259.0,7.0,42.0,83.0,25.0,55.0,72.0
97,2024-02-17,25260000,98,2024-02-16T23:24:00.000,2024-02-17T06:25:30.000,421,389,0,32,44569552765,0,True,5.0,74.0,81.0,29.0,260.0,260.0,7.0,55.0,83.0,26.0,32.0,71.0
98,2024-02-18,30000000,92,2024-02-17T21:55:00.000,2024-02-18T06:15:30.000,500,445,0,55,44574735488,0,True,4.0,83.0,82.0,19.0,238.0,263.0,13.0,124.0,83.0,23.0,55.0,71.0
99,2024-02-19,29940000,95,2024-02-18T22:25:30.000,2024-02-19T06:44:30.000,499,447,0,52,44589773471,0,True,3.0,71.0,81.0,29.0,309.0,263.0,7.0,67.0,84.0,29.0,52.0,69.0
